sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past, without any indication of completion, ongoing or habitual action.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about a past event: the lawyer said that the mistake was foolish.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past ('was a foolish mistake').""
}",['simple'],1
2584,[0 8],"In remarks after his address, reported by the German Catholic newspaper Die Tagespost, the cardinal made it clear what he thinks about the recently presented German idea of blessing homosexual unions, even if only in individual cases: “If a priest blesses a homosexual couple, then this is an atrocity at a holy site, namely, to approve of something that God does not approve of.”",Aspect,['simple'],['simple'],['simple'],"['progressive', 'simple']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'the cardinal made it clear what he thinks' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact in the present tense ('the cardinal made it clear') and the perfect aspect to express a completed action in the past tense ('the cardinal thinks').""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact or statement about the cardinal's opinion on blessing homosexual unions.""
}",['simple'],0
2629,[ 8 13],ADVANTAGE AMERICANS,Aspect,,,,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect, expressing a simple fact or statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact, without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There are no explicit aspects used in the text. The text simply presents a phrase without indicating any specific aspect of the action.""
}",[],1
2670,[5 9 8 8],"“They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false.”",Aspect,['simple'],['simple'],['simple'],['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the knowledge of the Guardian editors without indicating a completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple, general fact about the knowledge and expectations of the Guardian editors.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the editors' knowledge and the potential consequences of publishing the story.""
}",['simple'],1
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Aspect,['simple'],['simple'],['simple'],"['progressive', 'simple']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing change in the state of being solidly mainstream, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'is now' and 'main stream' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],0
2897,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is protesting' indicates an ongoing or incomplete action, qualifying this sentence as progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Rich Penkoski protesting, without indicating completion, ongoing action, or ongoing completion.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a person's action, without any indication of completion, ongoingness, or habitual aspect.""
}",['simple'],0
2900,[13  8 13],Another student told my daughter that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact in the present tense.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact of what another student told the speaker's daughter.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect to convey a simple fact.""
}",['simple'],1
3060,[9 9],"And Abraham drew near, and said, Wilt thou also destroy the righteous with the wicked?",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, duration, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not utilize any of the listed Aspect properties. It simply states a fact without indicating completion, ongoing action, or habitual action.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating the completion, ongoing nature, or progression of the action.""
}",['simple'],1
3062,[ 9  9 13  9  9],"That be far from thee to do after this manner, to slay the righteous with the wicked: and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?",Aspect,['simple'],,['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact or statement about an action, without indicating any specific aspect of the action's completion or ongoing nature.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses simple facts and universal truths about righteousness and justice.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact or statement, without any reference to the completion, duration, or repetition of the action.""
}",['simple'],1
3090,[9 9 8],This provocation was the first of two major spring military exercises planned by the US and its reluctant South Korean satrap.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence is expressing a simple fact about a past event.""
}",['simple'],1
3123,[9],"With the “arch-conservative” “Rottweiler” Ratzinger in CDF, why do we have the situation we have today?",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement without specifying the aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoing action, or habituality.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the current situation without indicating completion or ongoing nature of the action.""
}",['simple'],1
3130,[9],"It beggars belief of ordinary people that, after so many years of hearing and reading them, Ratzinger would remain on such friendly terms with men like Walter Kasper and Carlo Maria Martini, the alleged brains of the Sankt Gallen Mafia.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Ratzinger's ongoing relationship with Walter Kasper and Carlo Maria Martini.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the belief of ordinary people and the continued friendly terms between Ratzinger and the mentioned individuals.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Ratzinger and his relationships without indicating completion or ongoing nature of the actions.""
}",['simple'],1
